Tract_Name,County,Municipality,Median_RE_Taxes,Data_Vintage, 
Bergen County Census Tract 242,Bergen,Harrington Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 251,Bergen,Hasbrouck Heights Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 261,Bergen,Hillsdale Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 262,Bergen,Hillsdale Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 270,Bergen,Ho-Ho-Kus Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 551,Bergen,Tenafly Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 612,Bergen,Wyckoff Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 614,Bergen,Wyckoff Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 280.02,Bergen,Leonia Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 291,Bergen,Little Ferry Borough,9084,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 292,Bergen,Little Ferry Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 301,Bergen,Lodi Borough,9880,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 280.01,Bergen,Leonia Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 423.01,Bergen,Paramus Borough,9780,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 313,Bergen,Lyndhurst Township,8816,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 314,Bergen,Lyndhurst Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 333,Bergen,Maywood Borough,9729,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 351,Bergen,Montvale Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 361,Bergen,South Hackensack Township/Teterboro Borough,9036,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 362,Bergen,Moonachie Borough,8533,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 371,Bergen,New Milford Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 372.01,Bergen,New Milford Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 423.02,Bergen,Paramus Borough,9143,2017-2021 American Community Survey 5-Year Estimates, 
Warren County Census Tract 322,Warren,Lopatcong Township,7854,2017-2021 American Community Survey 5-Year Estimates, 
Warren County Census Tract 324,Warren,Alpha Borough,6412,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 191,Essex,South Orange Village Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 196,Essex,Maplewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 201,Essex,Millburn Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 203,Essex,Millburn Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 192.02,Bergen,Fort Lee Borough,9766,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 216,Bergen,Garfield City,8009,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 205,Essex,Livingston Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 206,Essex,Livingston Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 221,Bergen,Glen Rock Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 92,Essex,Newark City,4828,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 93,Essex,Newark City,7238,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 96,Essex,Newark City,6102,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 29,Hudson,Jersey City,6256,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 30,Hudson,Jersey City,6946,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 42,Hudson,Jersey City,6181,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 44,Hudson,Jersey City,5403,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 45,Hudson,Jersey City,4869,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 53,Hudson,Jersey City,6541,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 54,Hudson,Jersey City,7238,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 58.01,Hudson,Jersey City,5340,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 60,Hudson,Jersey City,4589,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 102,Essex,East Orange City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 103,Essex,East Orange City,8496,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 107,Essex,East Orange City,9367,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 109,Essex,East Orange City,6198,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 111,Essex,East Orange City,3750,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 112,Essex,East Orange City,7644,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 113,Essex,East Orange City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Essex County Census Tract 118,Essex,East Orange City,9665,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 121,Essex,Irvington Township,9042,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 122,Essex,Irvington Township,9682,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 63,Hudson,Jersey City,6135,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 101,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 102,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 103,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 104,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 105,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 108,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 109,Hudson,Bayonne City,8933,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 110,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 111,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 115,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 124,Hudson,Kearny Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 125,Hudson,Kearny Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 126,Hudson,Kearny Town,9874,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 222,Bergen,Glen Rock Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 201,Bergen,Franklin Lakes Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 202,Bergen,Franklin Lakes Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7157.02,Ocean,Lakewood Township,7153,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7392,Ocean,Bay Head Borough/Brick Township/Mantoloking Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7154.03,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7220.03,Ocean,Toms River Township,7294,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7150.01,Ocean,Lakewood Township,8095,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7152.01,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7155.03,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7101.02,Ocean,Point Pleasant Beach Borough,9131,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7155.01,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7152.02,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7157.01,Ocean,Lakewood Township,8582,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7101.01,Ocean,Point Pleasant Beach Borough,8309,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7154.04,Ocean,Lakewood Township,8151,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7153.03,Ocean,Lakewood Township,9141,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7150.02,Ocean,Lakewood Township,8019,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7155.02,Ocean,Lakewood Township,8498,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7153.04,Ocean,Lakewood Township,9632,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 529.05,Somerset,Bedminster Township,4695,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 527.01,Somerset,Bernardsville Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 527.02,Somerset,Bernardsville Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 529.06,Somerset,Bedminster Township,4800,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 538.06,Somerset,Hillsborough Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 534.06,Somerset,Franklin Township,6895,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 538.07,Somerset,Hillsborough Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 212,Bergen,Garfield City,8732,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 214,Bergen,Garfield City,9007,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 215,Bergen,Garfield City,8190,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1540.06,Passaic,Little Falls Township,7722,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1540.03,Passaic,Little Falls Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1540.04,Passaic,Little Falls Township,7133,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1540.05,Passaic,Little Falls Township,9659,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1964.03,Passaic,Pompton Lakes Borough,9860,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1802.04,Passaic,Paterson City,9167,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1635.01,Passaic,North Haledon Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1434.01,Passaic,Hawthorne Borough,9428,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1242.02,Passaic,Clifton City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1432.02,Passaic,Hawthorne Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1825.02,Passaic,Paterson City,8107,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1811.01,Passaic,Paterson City,6593,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1433.02,Passaic,Hawthorne Borough,9638,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1433.01,Passaic,Hawthorne Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1635.02,Passaic,North Haledon Borough,9314,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2366.04,Passaic,Wanaque Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2366.03,Passaic,Wanaque Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1434.02,Passaic,Hawthorne Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1964.04,Passaic,Pompton Lakes Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1244.04,Passaic,Clifton City,9888,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1756.04,Passaic,Passaic City,9806,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1758.04,Passaic,Passaic City,6445,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1803.02,Passaic,Paterson City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Passaic County Census Tract 1803.01,Passaic,Paterson City,7554,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1758.03,Passaic,Passaic City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Passaic County Census Tract 1244.03,Passaic,Clifton City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1756.03,Passaic,Passaic City,8796,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1755.02,Passaic,Passaic City,8910,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1811.02,Passaic,Paterson City,9181,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1830.02,Passaic,Paterson City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1827.01,Passaic,Paterson City,9164,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1827.02,Passaic,Paterson City,9941,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1825.01,Passaic,Paterson City,9321,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1830.01,Passaic,Paterson City,7688,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1755.01,Passaic,Passaic City,7063,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1801.02,Passaic,Paterson City,9289,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1801.01,Passaic,Paterson City,8970,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1802.03,Passaic,Paterson City,7254,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1432.01,Passaic,Hawthorne Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1242.01,Passaic,Clifton City,9674,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 531,Bergen,Saddle River Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 34.02,Bergen,Bergenfield Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 35,Bergen,Bergenfield Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 33,Bergen,Bergenfield Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 34.01,Bergen,Bergenfield Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 82.13,Middlesex,Monroe Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 82.14,Middlesex,Monroe Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 1.02,Middlesex,Middlesex Borough,8794,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 73.05,Middlesex,Sayreville Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 5.03,Middlesex,Piscataway Township,6363,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 10.03,Middlesex,South Plainfield Borough,8260,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 88.01,Middlesex,Piscataway Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 85.05,Middlesex,South Brunswick Township,8723,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 62.09,Middlesex,North Brunswick Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 6.10,Middlesex,Piscataway Township,9056,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 79.14,Middlesex,Old Bridge Township,8437,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 1.01,Middlesex,Middlesex Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 73.06,Middlesex,Sayreville Borough,7620,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 82.12,Middlesex,Monroe Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 14.19,Middlesex,Edison Township,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Middlesex County Census Tract 6.09,Middlesex,Piscataway Township,8164,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 62.08,Middlesex,North Brunswick Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 14.18,Middlesex,Edison Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 9801,Middlesex,Woodbridge Township,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Middlesex County Census Tract 82.10,Middlesex,Monroe Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 38.01,Middlesex,Carteret Borough,6853,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 10.04,Middlesex,South Plainfield Borough,8993,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 85.06,Middlesex,South Brunswick Township,6865,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 79.13,Middlesex,Old Bridge Township,8942,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 82.11,Middlesex,Monroe Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 45.01,Middlesex,Perth Amboy City,6659,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 38.02,Middlesex,Carteret Borough,5628,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 36.01,Middlesex,Carteret Borough,6480,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 5.04,Middlesex,Piscataway Township,6384,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 45.02,Middlesex,Perth Amboy City,7017,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 9800,Middlesex,Carteret Borough,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Bergen County Census Tract 193.06,Bergen,Fort Lee Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 236.01,Bergen,Hackensack City,8798,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 235.01,Bergen,Hackensack City,7771,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8029,Monmouth,Aberdeen Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 62,Essex,Newark City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Essex County Census Tract 170,Essex,Montclair Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 66,Essex,Newark City,6802,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 9,Essex,Newark City,8247,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 316.01,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 236.02,Bergen,Hackensack City,9028,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 40.01,Bergen,Bogota Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 318.01,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 319.04,Union,Elizabeth City,9331,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 399,Union,Elizabeth City,6573,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 318.02,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 538.01,Somerset,Millstone Borough,8943,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 191,Hudson,Hoboken City,6617,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 193,Hudson,Hoboken City,9184,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 324,Hudson,West New York Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 12.01,Hudson,Jersey City,7240,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 190,Hudson,Hoboken City,7874,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 48,Hudson,Jersey City,7223,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 127,Hudson,Kearny Town,9304,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 161,Hudson,Union City,8478,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 107.01,Hunterdon,Union Township,8390,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 113.04,Hunterdon,Raritan Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 104,Hunterdon,Bethlehem Township/Bloomsbury Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 101,Hunterdon,Tewksbury Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 110.01,Hunterdon,Clinton Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 107.02,Hunterdon,Franklin Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 116,Hunterdon,Delaware Township/Stockton Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 108.02,Hunterdon,Lebanon Borough,7807,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 113.01,Hunterdon,Raritan Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 105,Hunterdon,Holland Township,7802,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 118,Hunterdon,West Amwell Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 170,Hudson,Union City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 145.01,Hudson,North Bergen Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 145.02,Hudson,North Bergen Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 17.01,Hudson,Jersey City,7139,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 35,Hudson,Jersey City,9904,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 40,Hudson,Jersey City,6549,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 41.02,Hudson,Jersey City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 46,Hudson,Jersey City,6392,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 47,Hudson,Jersey City,5524,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 49,Hudson,Jersey City,6182,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 52,Hudson,Jersey City,5725,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 131,Hudson,Kearny Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 133,Hudson,Kearny Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 134,Hudson,East Newark Borough,7745,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 316.02,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 23,Essex,Newark City,6615,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 502,Somerset,Somerville Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 504,Somerset,Somerville Borough,8774,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 505,Somerset,Raritan Borough,6565,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 506,Somerset,Raritan Borough,9071,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 509.01,Somerset,Bridgewater Township,9827,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 511,Somerset,Bound Brook Borough,8838,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 512,Somerset,Bound Brook Borough,7115,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 513,Somerset,Bound Brook Borough,9931,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 514,Somerset,Manville Borough,8315,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 515,Somerset,Manville Borough,7808,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 45.01,Mercer,Princeton,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 517,Somerset,North Plainfield Borough,8750,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 534.02,Somerset,Franklin Township,9969,2017-2021 American Community Survey 5-Year Estimates, 
Monmouth County Census Tract 8011,Monmouth,Middletown Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 501,Somerset,Somerville Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1753.01,Passaic,Passaic City,9392,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1754.01,Passaic,Passaic City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1756.01,Passaic,Passaic City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1757.01,Passaic,Passaic City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1757.03,Passaic,Passaic City,6883,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1802.01,Passaic,Paterson City,8630,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1831.01,Passaic,Paterson City,9126,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1831.02,Passaic,Paterson City,9046,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 93,Middlesex,New Brunswick City,5938,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 150.01,Hudson,Guttenberg Town,8079,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 183.02,Hudson,Hoboken City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 68,Hudson,Jersey City,4391,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1964.01,Passaic,Pompton Lakes Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
